# Parcel ID -> Zoning Mapping
# Format: parcel_id|zoning
# Generated for Teton County WY

|P/SP
22-41-16-34-1-29-014.01|NL-5
22-41-16-34-1-29-015|NL-5
22-41-16-34-1-29-015.01|NL-5
22-41-16-34-1-29-015.02|NL-5
22-41-16-34-1-29-017|NL-5
22-41-16-34-1-29-018|NL-5
22-41-16-34-1-30-008|NL-5
22-41-16-34-1-30-008.01|NL-5
22-41-16-34-1-30-010|NL-5
22-41-16-34-1-30-010.01|NL-5
22-41-16-34-1-30-011|NL-5
22-41-16-34-1-30-011.01|NL-5
22-41-16-34-1-30-012|NL-5
22-41-16-34-1-30-012.01|NL-5
22-41-16-34-1-30-013|NL-5
22-41-16-34-1-30-013.01|NL-5
22-41-16-34-1-30-014|NL-5
22-41-16-34-1-30-014.01|NL-5
22-41-16-34-1-30-015|NL-5
22-41-16-34-1-30-016|NL-5
22-41-16-34-1-30-017|NL-5
22-41-16-34-1-30-018|NL-5
22-41-16-34-1-30-020|NL-5
22-41-16-34-1-30-020.01|NL-5
22-41-16-34-1-30-021|NL-5
22-41-16-34-1-30-021.01|NL-5
22-41-16-34-1-31-001|NL-4
22-41-16-34-1-31-001.01|NL-4
22-41-16-34-1-31-002|NL-4
22-41-16-34-1-31-003|NL-4
22-41-16-34-1-31-004|NL-4
22-41-16-34-1-31-005|NL-4
22-41-16-34-1-31-006|NL-4
22-41-16-34-1-31-008|NL-4
22-41-16-34-1-31-009|NL-4
22-41-16-34-1-31-013|NL-4
22-41-16-34-1-31-013.01|NL-4
22-41-16-34-1-31-014|NL-4
22-41-16-34-1-31-016|NL-4
22-41-16-34-1-31-017|NL-4
22-41-16-34-1-31-018|NL-4
22-41-16-34-1-31-019|NL-4
22-41-16-34-1-31-020|NL-4
22-41-16-34-1-31-020.01|NL-4
22-41-16-34-1-31-021|NL-4
22-41-16-34-1-32-003|NL-3
22-41-16-34-1-32-004|NL-3
22-41-16-34-1-32-007|NL-3
22-41-16-34-1-32-009|NL-3
22-41-16-34-1-32-010|NL-3
22-41-16-34-1-32-012|NL-3
22-41-16-34-1-32-013|NL-3
22-41-16-34-1-32-016|NL-3
22-41-16-34-1-32-017|NL-3
22-41-16-34-1-32-018|NL-3
22-41-16-34-1-32-018.01|NL-3
22-41-16-34-1-33-001|NL-3
22-41-16-34-1-33-002|NL-3
22-41-16-34-1-33-003|NL-3
22-41-16-34-1-33-004|NL-3
22-41-16-34-1-34-001|NL-1
22-41-16-34-1-35-002|NL-2
22-41-16-34-1-35-003|NL-2
22-41-16-34-1-35-008|NL-2
22-41-16-34-1-36-003|NL-2
22-41-16-34-1-36-004|NL-2
22-41-16-34-1-36-005|NL-2
22-41-16-34-1-36-006|NL-2
22-41-16-34-1-37-003|NL-2
22-41-16-34-1-37-004|MHP
22-41-16-34-1-38-001|NH-1
22-41-16-34-1-38-002|NH-1
22-41-16-34-1-38-003|NH-1
22-41-16-34-1-38-004|NH-1
22-41-16-34-1-38-005|NH-1
22-41-16-34-1-38-006|NH-1
22-41-16-34-1-38-007|NH-1
22-41-16-34-1-38-008|NH-1
22-41-16-34-1-38-009|NH-1
22-41-16-34-1-38-010|NH-1
22-41-16-34-1-38-011|NH-1
22-41-16-34-1-38-012|NH-1
22-41-16-34-1-38-013|NH-1
22-41-16-34-1-39-001|NH-1
22-41-16-34-1-39-002|NH-1
22-41-16-34-1-39-003|NH-1
22-41-16-34-1-39-004|NH-1
22-41-16-34-1-39-005|NH-1
22-41-16-34-1-39-006|NH-1
22-41-16-34-1-39-007|NH-1
22-41-16-34-1-39-008|NH-1
22-41-16-34-1-39-009|NH-1
22-41-16-34-1-39-010|NH-1
22-41-16-34-1-39-011|NH-1
22-41-16-34-1-40-001|NM-1
22-41-16-34-1-40-002|NM-1
22-41-16-34-1-40-003|NM-1
22-41-16-34-1-40-004|NM-1
22-41-16-34-1-40-TNH|NM-1
22-41-16-34-1-41-001|NM-1
22-41-16-34-1-41-002|NM-1
22-41-16-34-1-41-003|NM-1
22-41-16-34-1-41-004|NM-1
22-41-16-34-1-41-005|NM-1
22-41-16-34-1-41-006|NM-1
22-41-16-34-1-41-CND|NM-1
22-41-16-34-1-42-001|OR
22-41-16-34-1-42-002|NL-5
22-41-16-34-1-42-003|NL-5
22-41-16-34-1-42-004|NL-5
22-41-16-34-1-42-005|NL-5
22-41-16-34-1-42-006|NL-5
22-41-16-34-1-43-001|NH-1
22-41-16-34-1-43-001.01|NH-1
22-41-16-34-1-44-001|NL-3
22-41-16-34-1-44-002|NL-3
22-41-16-34-1-44-003|NL-3
22-41-16-34-1-44-004|NL-3
22-41-16-34-1-44-005|NL-3
22-41-16-34-1-44-006|NL-3
22-41-16-34-1-44-007|NL-3
22-41-16-34-1-45-001|NL-3
22-41-16-34-1-45-002|NL-3
22-41-16-34-1-45-TNH|NL-3
22-41-16-34-1-46-001|NL-3
22-41-16-34-1-46-002|NL-3
22-41-16-34-1-46-003|NM-1
22-41-16-34-1-46-004|NM-1
22-41-16-34-1-46-TNH|NM-1
22-41-16-34-1-47-001|NM-1
22-41-16-34-1-47-002|NM-1
22-41-16-34-1-48-001|NM-1
22-41-16-34-1-48-002|NM-1
22-41-16-34-1-48-003|NM-1
22-41-16-34-1-48-006|NM-1
22-41-16-34-1-48-007|NM-1
22-41-16-34-1-48-008|NM-1
22-41-16-34-1-48-009|NM-1
22-41-16-34-1-48-011|NM-1
22-41-16-34-1-48-012|NM-1
22-41-16-34-1-48-013|NM-1
22-41-16-34-1-48-015|NM-1
22-41-16-34-1-48-016|NM-1
22-41-16-34-1-48-018|NM-1
22-41-16-34-1-48-020|NM-1
22-41-16-34-1-48-023|NM-1
22-41-16-34-1-48-024|NM-1
22-41-16-34-1-49-001|NM-1
22-41-16-34-1-49-002|NM-1
22-41-16-34-1-50-001|NL-5
22-41-16-34-1-51-003|NL-2
22-41-16-34-1-52-001|NL-5
22-41-16-34-1-52-002|NL-5
22-41-16-34-1-52-TNH|NL-5
22-41-16-34-1-53-001|NL-3
22-41-16-34-1-53-002|NL-3
22-41-16-34-1-54-003|NL-2
22-41-16-34-1-54-003.01|NL-2
22-41-16-34-1-54-005|NL-2
22-41-16-34-1-55-001|NM-1
22-41-16-34-1-55-002|NM-1
22-41-16-34-1-55-TNH|NM-1
22-41-16-34-1-56-001|OR
22-41-16-34-1-56-003|OR
22-41-16-34-1-57-001|NL-3
22-41-16-34-1-57-002|NL-3
22-41-16-34-1-57-003|NL-3
22-41-16-34-1-57-004|NL-3
22-41-16-34-1-57-005|NL-3
22-41-16-34-1-57-006|NL-3
22-41-16-34-1-57-007|NL-3
22-41-16-34-1-57-008|NL-3
22-41-16-34-1-57-009|OR
22-41-16-34-1-57-010|OR
22-41-16-34-1-57-011|NL-3
22-41-16-34-1-58-001|NM-1
22-41-16-34-1-58-002|NM-1
22-41-16-34-1-58-TNH|NM-1
22-41-16-34-1-59-001|NM-1
22-41-16-34-1-59-002|NM-1
22-41-16-34-1-59-TNH|NM-1
22-41-16-34-1-60-001|NM-1
22-41-16-34-1-61-001|NM-1
22-41-16-34-1-61-002|NM-1
22-41-16-34-1-61-TNH|NM-1
22-41-16-34-1-62-001|NM-1
22-41-16-34-1-62-002|NM-1
22-41-16-34-1-62-TNH|NM-1
22-41-16-34-1-63-001|NL-4
22-41-16-34-1-63-002|NL-4
22-41-16-34-1-63-003|NL-4
22-41-16-34-1-63-004|NL-4
22-41-16-34-1-64-001|NL-2
22-41-16-34-1-64-002|NL-2
22-41-16-34-1-64-003|NL-2
22-41-16-34-1-64-004|NL-2
22-41-16-34-1-64-005|NL-2
22-41-16-34-1-64-006|NL-2
22-41-16-34-1-64-007|NL-2
22-41-16-34-1-65-001|NL-5
22-41-16-34-1-65-002|NL-5
22-41-16-34-1-66-001|NL-5
22-41-16-34-1-67-001|NL-4
22-41-16-34-1-67-002|NL-4
22-41-16-34-1-69-001|NM-1
22-41-16-34-1-69-002|NM-1
22-41-16-34-1-69-TNH|NM-1
22-41-16-34-1-70-001|NM-1
22-41-16-34-1-70-002|NM-1
22-41-16-34-1-70-003|NM-1
22-41-16-34-1-71-001|NL-4
22-41-16-34-1-71-002|NL-4
22-41-16-34-1-73-001|NM-1
22-41-16-34-1-73-002|NM-1
22-41-16-34-1-73-003|NM-1
22-41-16-34-1-73-TNH|NM-1
22-41-16-34-1-75-001|NM-1
22-41-16-34-1-75-002|NM-1
22-41-16-34-1-75-003|NM-1
22-41-16-34-1-75-004|NM-1
22-41-16-34-1-75-005|NM-1
22-41-16-34-1-77-001|OR
22-41-16-34-1-77-002|OR
22-41-16-34-1-77-003|OR
22-41-16-34-1-77-004|OR
22-41-16-34-1-77-006|OR
22-41-16-34-1-79-001|NH-1
22-41-16-34-1-79-002|NH-1
22-41-16-34-1-79-003|NH-1
22-41-16-34-1-79-004|NH-1
22-41-16-34-1-79-005|NH-1
22-41-16-34-1-79-006|NH-1
22-41-16-34-1-79-007|NH-1
22-41-16-34-1-79-008|NH-1
22-41-16-34-1-79-009|NH-1
22-41-16-34-1-79-010|NH-1
22-41-16-34-1-79-011|NH-1
22-41-16-34-1-79-012|NH-1
22-41-16-34-1-79-013|NH-1
22-41-16-34-1-79-014|NH-1
22-41-16-34-1-79-015|NH-1
22-41-16-34-1-79-016|NH-1
22-41-16-34-1-79-017|NH-1
22-41-16-34-1-79-018|NH-1
22-41-16-34-1-79-019|NH-1
22-41-16-34-1-79-020|NH-1
22-41-16-34-1-79-021|NH-1
22-41-16-34-1-79-022|NH-1
22-41-16-34-1-79-023|NH-1
22-41-16-34-1-79-024|NH-1
22-41-16-34-1-79-025|NH-1
22-41-16-34-1-79-026|NH-1
22-41-16-34-1-79-027|NH-1
22-41-16-34-1-79-028|NH-1
22-41-16-34-1-79-029|NH-1
22-41-16-34-1-79-030|NH-1
22-41-16-34-1-79-031|NH-1
22-41-16-34-1-79-032|NH-1
22-41-16-34-1-79-033|NH-1
22-41-16-34-1-79-034|NH-1
22-41-16-34-1-79-035|NH-1
22-41-16-34-1-79-036|NH-1
22-41-16-34-1-79-037|NH-1
22-41-16-34-1-79-038|NH-1
22-41-16-34-1-79-039|NH-1
22-41-16-34-1-79-040|NH-1
22-41-16-34-1-79-CND|NH-1
22-41-16-34-1-80-001|OR
22-41-16-34-1-80-002|OR
22-41-16-34-1-80-003|OR
22-41-16-34-1-81-001|PUD-NL-5
22-41-16-34-1-81-003|PUD-NL-5
22-41-16-34-1-81-004|PUD-NL-5
22-41-16-34-1-82-001|NL-5
22-41-16-34-1-82-002|NL-5
22-41-16-34-1-82-003|NL-5
22-41-16-34-1-82-004|NL-5
22-41-16-34-1-82-005|NL-5
22-41-16-34-1-82-006|NL-5
22-41-16-34-1-82-007|NL-5
22-41-16-34-1-82-008|NL-5
22-41-16-34-1-82-009|NL-5
22-41-16-34-1-82-010|NL-5
22-41-16-34-1-82-011|NL-5
22-41-16-34-1-82-012|NL-5
22-41-16-34-1-82-013|NL-5
22-41-16-34-1-82-014|NL-5
22-41-16-34-1-82-015|NL-5
22-41-16-34-1-82-016|NL-5
22-41-16-34-1-82-017|NL-5
22-41-16-34-1-83-001|NL-1
22-41-16-34-1-83-002|NL-1
22-41-16-34-1-83-003|NL-1
22-41-16-34-1-84-001|NL-5
22-41-16-34-1-84-003|NL-5
22-41-16-34-1-84-004|NL-5
22-41-16-34-1-84-005|NL-5
22-41-16-34-1-85-001|NL-5
22-41-16-34-1-85-002|NL-5
22-41-16-34-1-85-003|NL-5
22-41-16-34-1-86-001|NL-3
22-41-16-34-1-87-001|NL-5
22-41-16-34-1-87-002|NL-5
22-41-16-34-1-87-003|NL-5
22-41-16-34-1-87-004|NL-5
22-41-16-34-1-87-005|NL-5
22-41-16-34-1-88-001|NL-3
22-41-16-34-1-89-001|NL-3
22-41-16-34-1-89-002|NL-3
22-41-16-34-1-89-003|NL-3
22-41-16-34-1-89-004|NL-3
22-41-16-34-1-89-005|NL-3
22-41-16-34-1-89-006|NL-3
22-41-16-34-1-90-001|NL-5
22-41-16-34-1-90-002|NL-5
22-41-16-34-1-90-003|NL-5
22-41-16-34-1-90-005|NL-5
22-41-16-34-1-91-001|NL-3
22-41-16-34-1-91-002|NL-3
22-41-16-34-1-93-001|NL-5
22-41-16-34-1-93-002|NL-5
22-41-16-34-1-93-003|NL-5
22-41-16-34-1-94-001|NL-5
22-41-16-34-1-94-002|NL-5
22-41-16-34-1-94-003|NL-5
22-41-16-34-1-94-004|NL-5
22-41-16-34-1-94-005|NL-5
22-41-16-34-1-94-006|NL-5
22-41-16-34-1-94-007|NL-5
22-41-16-34-1-94-008|NL-5
22-41-16-34-1-94-009|NL-5
22-41-16-34-1-94-010|NL-5
22-41-16-34-1-94-011|NL-5
22-41-16-34-1-95-001|NL-5
22-41-16-34-1-95-002|NL-5
22-41-16-34-1-95-003|NL-5
22-41-16-34-1-95-004|NL-5
22-41-16-34-1-95-005|NL-5
22-41-16-34-1-95-007|NL-5
22-41-16-34-1-96-001|NL-5
22-41-16-34-1-96-002|NL-5
22-41-16-34-1-96-CND|NL-5
22-41-16-34-1-97-001|NM-1
22-41-16-34-1-97-002|NM-1
22-41-16-34-1-97-003|NM-1
22-41-16-34-1-98-001|NM-1
22-41-16-34-1-98-002|NM-1
22-41-16-34-1-98-003|NM-1
22-41-16-34-1-AA-001|NL-5
22-41-16-34-1-AA-002|NL-5
22-41-16-34-1-AA-003|NL-5
22-41-16-34-1-AA-004|NL-5
22-41-16-34-1-AA-005|NL-5
22-41-16-34-1-AA-006|NL-5
22-41-16-34-1-AA-007|NL-5
22-41-16-34-1-AB-001|OR
22-41-16-34-1-AB-002|OR
22-41-16-34-1-AB-003|OR
22-41-16-34-1-AB-004|OR
22-41-16-34-1-AB-005|OR
22-41-16-34-1-AB-006|OR
22-41-16-34-1-AC-001|NL-5
22-41-16-34-1-AC-002|NL-5
22-41-16-34-1-AC-004|NL-5
22-41-16-34-1-AC-005|NL-5
22-41-16-34-1-AC-006|NL-5
22-41-16-34-1-AD-001|NM-1
22-41-16-34-1-AD-002|NM-1
22-41-16-34-1-AD-003|NM-1
22-41-16-34-1-AD-004|NM-1
22-41-16-34-1-AD-006|NM-1
22-41-16-34-1-AD-007|NM-1
22-41-16-34-1-AD-008|NM-1
22-41-16-34-1-AD-013|NM-1
22-41-16-34-1-AE-001|NL-2
22-41-16-34-1-AE-002|NL-2
22-41-16-34-1-AE-003|NL-2
22-41-16-34-1-AE-004|NL-2
22-41-16-34-1-AE-005|NL-2
22-41-16-34-1-AE-006|NL-2
22-41-16-34-1-AE-007|NL-2
22-41-16-34-1-AF-001|NL-5
22-41-16-34-1-AF-002|NL-5
22-41-16-34-1-AF-003|NL-5
22-41-16-34-1-AF-004|NL-5
22-41-16-34-1-AF-005|NL-5
22-41-16-34-1-AF-006|NL-5
22-41-16-34-1-AG-001|NL-3
22-41-16-34-1-AG-002|NL-3
22-41-16-34-1-AH-001|NM-1
22-41-16-34-1-AH-002|NM-1
22-41-16-34-1-AH-003|NM-1
22-41-16-34-1-AH-004|NM-1
22-41-16-34-1-AI-001|NL-2
22-41-16-34-1-AI-002|NL-2
22-41-16-34-1-AI-003|NL-2
22-41-16-34-1-AI-004|NL-2
22-41-16-34-1-AJ-001|NL-5
22-41-16-34-1-AJ-002|NL-5
22-41-16-34-1-AJ-003|NL-5
22-41-16-34-1-AJ-004|NL-5
22-41-16-34-1-AJ-005|NL-5
22-41-16-34-1-AJ-006|NL-5
22-41-16-34-1-AJ-007|NL-5
22-41-16-34-1-AJ-008|NL-5
22-41-16-34-1-AJ-009|NL-5
22-41-16-34-1-AJ-010|NL-5
22-41-16-34-1-AJ-011|NL-5
22-41-16-34-1-AJ-012|NL-5
22-41-16-34-1-AJ-013|NL-5
22-41-16-34-1-AK-001|NL-5
22-41-16-34-1-AK-001.01|NL-5
22-41-16-34-1-AK-002|PUD-NL-5
22-41-16-34-1-AK-002.01|PUD-NL-5
22-41-16-34-1-AK-002.02|PUD-NL-5
22-41-16-34-1-AK-002.03|PUD-NL-5
22-41-16-34-1-AK-002.04|PUD-NL-5
22-41-16-34-1-AK-002.05|PUD-NL-5
22-41-16-34-1-AL-001|NM-1
22-41-16-34-1-AL-002|NM-1
22-41-16-34-1-AL-003|NM-1
22-41-16-34-1-AL-004|NM-1
22-41-16-34-1-AL-005|NM-1
22-41-16-34-1-AL-006|NM-1
22-41-16-34-1-AL-007|NM-1
22-41-16-34-1-AL-008|NM-1
22-41-16-34-1-AM-001|NL-5
22-41-16-34-1-AN-001|NM-1
22-41-16-34-1-AN-002|NM-1
22-41-16-34-1-AN-003|NM-1
22-41-16-34-1-AN-004|NM-1
22-41-16-34-1-AN-005|NM-1
22-41-16-34-1-AO-001|NL-3
22-41-16-34-1-AO-002|NL-3
22-41-16-34-1-AP-001|NM-1
22-41-16-34-1-AP-002|NM-1
22-41-16-34-1-AP-003|NM-1
22-41-16-34-1-AQ-001|NL-4
22-41-16-34-1-AQ-002|NL-4
22-41-16-34-1-AR-001|NL-3
22-41-16-34-1-AR-002|NL-3
22-41-16-34-1-AS-001|NL-2
22-41-16-34-1-AS-002|NL-2
22-41-16-34-1-AT-001|NL-4
22-41-16-34-1-AT-002|NL-4
22-41-16-34-1-AU-001|NL-5
22-41-16-34-1-AU-001.01|NL-5
22-41-16-34-1-AU-002|NL-5
22-41-16-34-1-AU-002.01|NL-5
22-41-16-34-1-AV-001|NL-4
22-41-16-34-1-AV-002|NL-4
22-41-16-34-1-AW-001|NL-3
22-41-16-34-1-AW-004|NM-1
22-41-16-34-1-AW-005|NM-1
22-41-16-34-1-AY-001|NL-3
22-41-16-34-1-AY-002|NL-3
22-41-16-34-1-AZ-001|NM-1
22-41-16-34-1-AZ-002|NM-1
22-41-16-34-1-AZ-003|NM-1
22-41-16-34-1-AZ-004|NM-1
22-41-16-34-1-AZ-005|NM-1
22-41-16-34-1-BA-001|NL-5
22-41-16-34-1-BA-002|NL-5
22-41-16-34-1-BA-003|NL-5
22-41-16-34-1-BA-004|NL-5
22-41-16-34-1-BA-005|NL-5
22-41-16-34-1-BA-006|NL-5
22-41-16-34-1-BA-007|NL-5
22-41-16-34-1-BA-008|NL-5
22-41-16-34-1-BA-009|NL-5
22-41-16-34-1-BA-010|NL-5
22-41-16-34-1-BA-011|NL-5
22-41-16-34-1-BA-012|NL-5
22-41-16-34-1-BA-013|NL-5
22-41-16-34-1-BA-014|NL-5
22-41-16-34-1-BA-015|NL-5
22-41-16-34-1-BA-016|NL-5
22-41-16-34-1-BA-017|NL-5
22-41-16-34-1-BA-018|NL-5
22-41-16-34-1-BA-019|NL-5
22-41-16-34-1-BA-020|NL-5
22-41-16-34-1-BA-021|NL-5
22-41-16-34-1-BA-022|NL-5
22-41-16-34-1-BA-023|NL-5
22-41-16-34-1-BA-024|NL-5
22-41-16-34-1-BA-025|NL-5
22-41-16-34-1-BB-001|NL-3
22-41-16-34-2-00-001|P/SP
22-41-16-34-2-00-001.01|P/SP
22-41-16-34-2-00-001.02|P/SP
22-41-16-34-2-00-001.03|P/SP
22-41-16-34-2-00-001.04|P/SP
22-41-16-34-2-00-001.05|P/SP
22-41-16-34-2-00-001.06|P/SP
22-41-16-34-2-00-001.07|P/SP
22-41-16-34-2-00-001.08|P/SP
22-41-16-34-2-00-002|NM-2
22-41-16-34-2-00-003|NM-2
22-41-16-34-2-00-004|NM-2
22-41-16-34-2-00-005|NM-2
22-41-16-34-2-00-006|NM-2
22-41-16-34-2-00-008|NM-2
22-41-16-34-2-00-010|NM-2
22-41-16-34-2-00-011|NM-2
22-41-16-34-2-00-011.01|NM-2
22-41-16-34-2-00-012|PR-SK
22-41-16-34-2-00-014|PR-SK
22-41-16-34-2-00-015|PR-SK
22-41-16-34-2-00-016|NL-3
22-41-16-34-2-00-022|NM-2
22-41-16-34-2-00-023|NM-2
22-41-16-34-2-00-024|P
22-41-16-34-2-00-025|NL-5
22-41-16-34-2-00-027.06|NL-5
22-41-16-34-2-01-001|OR
22-41-16-34-2-01-001.01|OR
22-41-16-34-2-01-002|OR
22-41-16-34-2-01-003|OR
22-41-16-34-2-01-004|OR
22-41-16-34-2-01-005|OR
22-41-16-34-2-01-005.01|OR
22-41-16-34-2-01-006|NM-2
22-41-16-34-2-01-008|NM-2
22-41-16-34-2-01-008.01|NM-2
22-41-16-34-2-01-008.02|NM-2
22-41-16-34-2-01-009|NM-2
22-41-16-34-2-01-009.01|NM-2
22-41-16-34-2-03-001|CR-1
22-41-16-34-2-03-001.01|CR-1
22-41-16-34-2-03-003|CR-1
22-41-16-34-2-03-003.01|CR-1
22-41-16-34-2-03-006|OR
22-41-16-34-2-03-007|OR
22-41-16-34-2-03-008|OR
22-41-16-34-2-03-010|CR-1
22-41-16-34-2-03-011|CR-1
22-41-16-34-2-03-012.02|NM-2
22-41-16-34-2-03-013|NM-2
22-41-16-34-2-03-013.01|NM-2
22-41-16-34-2-03-013.02|NM-2
22-41-16-34-2-03-013.03|NM-2
22-41-16-34-2-03-014|CR-1
22-41-16-34-2-03-015|CR-1
22-41-16-34-2-04-002|DC-2
22-41-16-34-2-04-003|DC-2
22-41-16-34-2-04-007|DC-2
22-41-16-34-2-04-008|DC-2
22-41-16-34-2-04-009|DC-2
22-41-16-34-2-04-013|DC-2
22-41-16-34-2-04-014|DC-2
22-41-16-34-2-04-015|DC-2
22-41-16-34-2-05-001|TS-1
22-41-16-34-2-05-001.01|TS-1
22-41-16-34-2-05-002|TS-1
22-41-16-34-2-05-003|TS-1
22-41-16-34-2-05-004|TS-1
22-41-16-34-2-05-005|TS-1
22-41-16-34-2-05-005.01|TS-1
22-41-16-34-2-05-006|DC-2
22-41-16-34-2-05-006.01|DC-2
22-41-16-34-2-05-007|DC-2
22-41-16-34-2-05-007.01|DC-2
22-41-16-34-2-05-007.02|DC-2
22-41-16-34-2-05-007.03|DC-2
22-41-16-34-2-05-008|DC-2
22-41-16-34-2-05-009|DC-2
22-41-16-34-2-05-009.01|DC-2
22-41-16-34-2-05-009.02|DC-2
22-41-16-34-2-05-011|TS-1
22-41-16-34-2-05-011.01|TS-1
22-41-16-34-2-06-001|DC-2
22-41-16-34-2-06-002|DC-2
22-41-16-34-2-06-003|CR-1
22-41-16-34-2-06-003.01|CR-1
22-41-16-34-2-06-003.02|CR-1
22-41-16-34-2-06-004|CR-1
22-41-16-34-2-06-005|CR-1
22-41-16-34-2-06-005.01|CR-1
22-41-16-34-2-06-006|CR-1
22-41-16-34-2-06-007|CR-1
22-41-16-34-2-06-008|P/SP
22-41-16-34-2-06-008.02|P/SP
22-41-16-34-2-06-009|DC-2
22-41-16-34-2-07-001|DC-2
22-41-16-34-2-07-002|DC-2
22-41-16-34-2-07-002.01|DC-2
22-41-16-34-2-07-003|P/SP
22-41-16-34-2-07-003.01|P/SP
22-41-16-34-2-07-003.02|P/SP
22-41-16-34-2-07-004|P/SP
22-41-16-34-2-07-006|P/SP
22-41-16-34-2-08-001|NM-2
22-41-16-34-2-08-002|NM-2
22-41-16-34-2-08-003|NM-2
22-41-16-34-2-08-003.01|NM-2
22-41-16-34-2-08-005|OR
22-41-16-34-2-08-006|OR
22-41-16-34-2-08-006.01|OR
22-41-16-34-2-08-006.02|OR
22-41-16-34-2-08-007|OR
22-41-16-34-2-08-008|OR
22-41-16-34-2-08-009|OR
22-41-16-34-2-08-010|OR
22-41-16-34-2-08-011|OR
22-41-16-34-2-08-012|OR
22-41-16-34-2-08-012.01|OR
22-41-16-34-2-08-013|OR
22-41-16-34-2-08-013.01|OR
22-41-16-34-2-10-001|NM-2
22-41-16-34-2-10-002|NM-2
22-41-16-34-2-10-003|NM-2
22-41-16-34-2-10-004|NM-2
22-41-16-34-2-10-004.01|NM-2
22-41-16-34-2-10-005|NM-2
22-41-16-34-2-10-006|NM-2
22-41-16-34-2-10-007|NM-2
22-41-16-34-2-10-008|NM-2
22-41-16-34-2-10-008.01|NM-2
22-41-16-34-2-10-009|NM-2
22-41-16-34-2-10-009.01|NM-2
22-41-16-34-2-10-009.02|NM-2
22-41-16-34-2-10-011|NM-2
22-41-16-34-2-10-011.01|NM-2
22-41-16-34-2-10-012|NM-2
22-41-16-34-2-11-002|NL-3
22-41-16-34-2-11-003|NL-3
22-41-16-34-2-11-004|NL-3
22-41-16-34-2-11-005|NL-3
22-41-16-34-2-11-006|NL-3
22-41-16-34-2-11-007|NL-3
22-41-16-34-2-12-001|NL-3
22-41-16-34-2-12-002|NL-3
22-41-16-34-2-12-003|NL-3
22-41-16-34-2-12-004|NL-3
22-41-16-34-2-12-005|NL-3
22-41-16-34-2-12-006|NL-3
22-41-16-34-2-12-007|NL-3
22-41-16-34-2-12-008|NL-3
22-41-16-34-2-13-001|NM-2
22-41-16-34-2-13-002|NM-2
22-41-16-34-2-13-003|NM-2
22-41-16-34-2-13-004|NM-2
22-41-16-34-2-13-005|NM-2
22-41-16-34-2-13-006|NM-2
22-41-16-34-2-13-007|NM-2
22-41-16-34-2-13-008|NM-2
22-41-16-34-2-13-009|NM-2
22-41-16-34-2-13-010|NM-2
22-41-16-34-2-13-011|NM-2
22-41-16-34-2-13-012|NM-2
22-41-16-34-2-13-013|NM-2
22-41-16-34-2-13-014|NM-2
22-41-16-34-2-13-015|NM-2
22-41-16-34-2-13-016|NM-2
22-41-16-34-2-13-017|NM-2
22-41-16-34-2-13-018|NM-2
22-41-16-34-2-13-019|NM-2
22-41-16-34-2-13-020|NM-2
22-41-16-34-2-13-021|NM-2
22-41-16-34-2-13-022|NM-2
22-41-16-34-2-13-023|NM-2
22-41-16-34-2-13-024|NM-2
22-41-16-34-2-13-025|NM-2
22-41-16-34-2-13-026|NM-2
22-41-16-34-2-13-027|NM-2
22-41-16-34-2-13-028|NM-2
22-41-16-34-2-13-TNH|NM-2
22-41-16-34-2-14-001|OR
22-41-16-34-2-14-001.01|OR
22-41-16-34-2-14-002|OR
22-41-16-34-2-14-002.01|OR
22-41-16-34-2-14-003|OR
22-41-16-34-2-14-003.01|OR
22-41-16-34-2-14-003.02|OR
22-41-16-34-2-14-005|OR
22-41-16-34-2-14-006|OR
22-41-16-34-2-14-007|OR
22-41-16-34-2-14-010|NL-5
22-41-16-34-2-14-010.01|NL-5
22-41-16-34-2-14-011|NL-5
22-41-16-34-2-14-012|NL-5
22-41-16-34-2-14-013|OR
22-41-16-34-2-14-014|OR
22-41-16-34-2-15-001|OR
22-41-16-34-2-15-003|OR
22-41-16-34-2-15-004|OR
22-41-16-34-2-15-005|OR
22-41-16-34-2-15-006|OR
22-41-16-34-2-15-007|OR
22-41-16-34-2-15-008|OR
22-41-16-34-2-15-009|OR
22-41-16-34-2-15-010|OR
22-41-16-34-2-16-004|OR
22-41-16-34-2-16-005|OR
22-41-16-34-2-16-005.01|OR
22-41-16-34-2-16-006|P/SP
22-41-16-34-2-16-009|OR
22-41-16-34-2-16-009.01|OR
22-41-16-34-2-16-010|NM-2
22-41-16-34-2-16-011|NM-2
22-41-16-34-2-16-011.01|NM-2
22-41-16-34-2-16-011.02|NM-2
22-41-16-34-2-16-011.03|NM-2
22-41-16-34-2-16-011.04|NM-2
22-41-16-34-2-16-011.05|NM-2
22-41-16-34-2-16-011.06|NM-2
22-41-16-34-2-16-011.07|NM-2
22-41-16-34-2-16-011.08|NM-2
22-41-16-34-2-16-011.09|NM-2
22-41-16-34-2-16-011.10|NM-2
22-41-16-34-2-16-012|NM-2
22-41-16-34-2-16-012.01|NM-2
22-41-16-34-2-16-013|NM-2
22-41-16-34-2-16-014|OR
22-41-16-34-2-17-001|NL-3
22-41-16-34-2-17-002|NL-3
22-41-16-34-2-17-003|NL-3
22-41-16-34-2-17-004|NL-3
22-41-16-34-2-17-005|NL-3
22-41-16-34-2-17-006|NL-3
